module	Gene	Cluster	MappedGroup
GBM5_1_5	LINC00242	2	GBM_IDH_WT
GBM5_1_5	PDE6B	2	GBM_IDH_WT
GBM5_1_5	HOXA9	2	GBM_IDH_WT
GBM5_1_5	OPLAH	2	GBM_IDH_WT
GBM5_1_5	MIR210HG	2	GBM_IDH_WT
GBM5_1_5	GRK1	2	GBM_IDH_WT
GBM5_1_5	GALNT6	2	GBM_IDH_WT
GBM5_2_0	CRYAB	3	GBM5_2
GBM5_2_0	DBNDD2	3	GBM5_2
GBM5_2_0	HSPA2	3	GBM5_2
GBM5_2_0	ANLN	3	GBM5_2
GBM5_2_0	GPR37	3	GBM5_2
GBM5_2_0	COL4A5	3	GBM5_2
GBM5_2_0	PLEKHH1	3	GBM5_2
GBM5_2_0	CHADL	3	GBM5_2
GBM5_2_0	FA2H	3	GBM5_2
GBM5_2_0	GLTP	3	GBM5_2
GBM5_2_0	BOK	3	GBM5_2
GBM5_2_0	CDKN1C	3	GBM5_2
GBM5_2_0	CMTM5	3	GBM5_2
GBM5_2_0	TMEM63A	3	GBM5_2
GBM5_2_0	GJB1	3	GBM5_2
GBM5_2_0	DPYSL5	3	GBM5_2
GBM5_2_0	AC018647.1	3	GBM5_2
GBM5_2_0	FOLH1	3	GBM5_2
GBM5_2_0	TMEM125	3	GBM5_2
GBM5_2_0	TREM2	3	GBM5_2
GBM5_2_0	NINJ2	3	GBM5_2
GBM5_2_0	CYP27A1	3	GBM5_2
GBM5_2_0	ASPA	3	GBM5_2
GBM5_2_0	PACC1	3	GBM5_2
GBM5_2_0	AL359091.1	3	GBM5_2
GBM5_2_0	RBP7	3	GBM5_2
GBM5_2_0	LINC00320	3	GBM5_2
GBM5_2_0	ERBB3	3	GBM5_2
GBM5_2_0	FAM222A	3	GBM5_2
GBM5_2_0	RASGRP3	3	GBM5_2
GBM5_2_0	LDLRAP1	3	GBM5_2
GBM5_2_0	C21orf91	3	GBM5_2
GBM5_2_0	MAP3K11	3	GBM5_2
GBM5_2_0	ST18	3	GBM5_2
GBM5_2_0	TRIM59	3	GBM5_2
GBM5_2_0	GPR62	3	GBM5_2
GBM5_2_0	LDB3	3	GBM5_2
GBM5_2_0	SLC5A11	3	GBM5_2
GBM5_2_0	CA14	3	GBM5_2
GBM5_2_0	TMEM235	3	GBM5_2
GBM5_2_0	EFS	3	GBM5_2
GBM5_2_0	FAM124A	3	GBM5_2
GBM5_2_0	TYMSOS	3	GBM5_2
GBM5_2_0	AC009063.2	3	GBM5_2
GBM5_2_0	ENPP6	3	GBM5_2
GBM5_2_0	CCL4	3	GBM5_2
GBM5_2_0	CCL3L1	3	GBM5_2
GBM5_2_0	SLC25A13	3	GBM5_2
GBM5_2_0	CCL4L2	3	GBM5_2
GBM5_2_0	TGFA	3	GBM5_2
GBM5_2_1	STMN2	3	GBM5_2
GBM5_2_1	NEFL	3	GBM5_2
GBM5_2_1	SYN2	3	GBM5_2
GBM5_2_1	NEFM	3	GBM5_2
GBM5_2_1	TUBA4A	3	GBM5_2
GBM5_2_1	CHGA	3	GBM5_2
GBM5_2_1	SNCG	3	GBM5_2
GBM5_2_1	ARC	3	GBM5_2
GBM5_2_1	TTC9B	3	GBM5_2
GBM5_2_1	SH3GL2	3	GBM5_2
GBM5_2_1	STX1A	3	GBM5_2
GBM5_2_1	SYT4	3	GBM5_2
GBM5_2_1	HPCA	3	GBM5_2
GBM5_2_1	NEFH	3	GBM5_2
GBM5_2_1	TRHDE	3	GBM5_2
GBM5_2_1	SULT4A1	3	GBM5_2
GBM5_2_1	PTPRT	3	GBM5_2
GBM5_2_1	SYT13	3	GBM5_2
GBM5_2_1	RORB	3	GBM5_2
GBM5_2_1	NEUROD2	3	GBM5_2
GBM5_2_1	PARM1	3	GBM5_2
GBM5_2_1	STAC2	3	GBM5_2
GBM5_2_1	SMYD2	3	GBM5_2
GBM5_2_1	CLSTN2	3	GBM5_2
GBM5_2_1	SLC25A22	3	GBM5_2
GBM5_2_1	CAMK1G	3	GBM5_2
GBM5_2_1	TAFA2	3	GBM5_2
GBM5_2_1	PVALB	3	GBM5_2
GBM5_2_1	FABP3	3	GBM5_2
GBM5_2_1	MRAP2	3	GBM5_2
GBM5_2_1	CADPS2	3	GBM5_2
GBM5_2_1	HRH3	3	GBM5_2
GBM5_2_1	C2orf80	3	GBM5_2
GBM5_2_1	ELAVL2	3	GBM5_2
GBM5_2_1	RAB26	3	GBM5_2
GBM5_2_1	ARL4D	3	GBM5_2
GBM5_2_1	GABRA5	3	GBM5_2
GBM5_2_1	SSTR2	3	GBM5_2
GBM5_2_1	HTR2A	3	GBM5_2
GBM5_2_1	CKMT1B	3	GBM5_2
GBM5_2_1	SVOP	3	GBM5_2
GBM5_2_1	SRRM4	3	GBM5_2
GBM5_2_1	RAB27B	3	GBM5_2
GBM5_2_1	TRNP1	3	GBM5_2
GBM5_2_1	TMEM155	3	GBM5_2
GBM5_2_1	ZDHHC22	3	GBM5_2
GBM5_2_1	DUSP2	3	GBM5_2
GBM5_2_1	BEND5	3	GBM5_2
GBM5_2_1	NRSN1	3	GBM5_2
GBM5_2_1	OLFM3	3	GBM5_2
GBM5_2_3	NGFR	2	GBM5_2
GBM5_2_3	SAA1	2	GBM5_2
GBM5_2_3	CHI3L1	2	GBM5_2
GBM5_2_3	SAA2	2	GBM5_2
GBM5_2_3	TAGLN	2	GBM5_2
GBM5_2_3	NANOS1	2	GBM5_2
GBM5_2_3	CHI3L2	2	GBM5_2
GBM5_2_3	SPOCD1	2	GBM5_2
GBM5_2_3	SOCS3	2	GBM5_2
GBM5_2_3	GBP2	2	GBM5_2
GBM5_2_3	MEST	2	GBM5_2
GBM5_2_3	HP	2	GBM5_2
GBM5_2_3	NAMPT	2	GBM5_2
GBM5_2_3	CCL21	2	GBM5_2
GBM5_2_3	TIMP1	2	GBM5_2
GBM5_2_3	GBP1	2	GBM5_2
GBM5_2_3	IL18BP	2	GBM5_2
GBM5_2_3	TAP1	2	GBM5_2
GBM5_2_3	EMILIN2	2	GBM5_2
GBM5_2_3	HBB	2	GBM5_2
GBM5_2_3	LTF	2	GBM5_2
GBM5_2_3	PGAM2	2	GBM5_2
GBM5_2_3	HSPG2	2	GBM5_2
GBM5_2_3	BACE2	2	GBM5_2
GBM5_2_3	COL4A1	2	GBM5_2
GBM5_2_3	HBA1	2	GBM5_2
GBM5_2_3	IFIT3	2	GBM5_2
GBM5_2_3	ISG20	2	GBM5_2
GBM5_2_3	HBA2	2	GBM5_2
GBM5_2_3	TUBA1C	2	GBM5_2
GBM5_2_3	COL1A1	2	GBM5_2
GBM5_2_3	IFI35	2	GBM5_2
GBM5_2_3	COL4A2	2	GBM5_2
GBM5_2_3	SERPINH1	2	GBM5_2
GBM5_2_3	BMP8A	2	GBM5_2
GBM5_2_3	PRIMA1	2	GBM5_2
GBM5_2_3	BTN3A2	2	GBM5_2
GBM5_2_3	C1orf162	2	GBM5_2
GBM5_2_3	TNFRSF12A	2	GBM5_2
GBM5_2_3	ICAM1	2	GBM5_2
GBM5_2_3	CD93	2	GBM5_2
GBM5_2_3	SLC6A6	2	GBM5_2
GBM5_2_3	TRIM56	2	GBM5_2
GBM5_2_3	METTL7B	2	GBM5_2
GBM5_2_3	EMILIN1	2	GBM5_2
GBM5_2_8	SFRP2	4	GBM5_2
GBM5_2_8	SPON1	4	GBM5_2
GBM5_2_8	HOTAIRM1	4	GBM5_2
GBM5_2_8	B3GAT2	4	GBM5_2
GBM5_2_8	LRRC17	4	GBM5_2
GBM5_2_8	SOX4	4	GBM5_2
GBM5_2_8	MASP1	4	GBM5_2
GBM5_2_8	F2R	4	GBM5_2
GBM5_2_8	SNCAIP	4	GBM5_2
GBM5_2_8	SOX21	4	GBM5_2
GBM5_2_8	EMILIN3	4	GBM5_2
GBM5_2_8	SLC7A11	4	GBM5_2
GBM5_2_8	LFNG	4	GBM5_2
GBM5_2_8	GIHCG	4	GBM5_2
GBM5_2_8	ZIC1	4	GBM5_2
GBM5_2_8	CCDC80	4	GBM5_2
GBM5_2_8	MDFIC	4	GBM5_2
GBM5_2_8	ELN	4	GBM5_2
GBM5_2_8	AC004540.2	4	GBM5_2
GBM5_2_8	AC025159.1	4	GBM5_2
GBM5_2_8	SHISA6	4	GBM5_2
GBM5_2_8	TSPAN12	4	GBM5_2
GBM5_2_8	SMAD9	4	GBM5_2
GBM5_2_8	NR2E1	4	GBM5_2
GBM5_2_8	RAVER2	4	GBM5_2
GBM5_2_8	PHYHD1	4	GBM5_2
GBM5_2_8	NKAIN3-IT1	4	GBM5_2
GBM5_2_8	PIK3R3	4	GBM5_2
GBM5_2_8	EEF1AKMT3	4	GBM5_2
GBM5_2_8	EMX2	4	GBM5_2
GBM5_2_8	TEAD1	4	GBM5_2
GBM5_2_8	MSI1	4	GBM5_2
GBM5_2_8	MSX1	4	GBM5_2
GBM5_2_8	FAM189A2	4	GBM5_2
GBM5_2_8	ATP13A4	4	GBM5_2
GBM5_2_8	IGSF1	4	GBM5_2
GBM5_2_8	ST6GAL2	4	GBM5_2
GBM5_2_8	FBXL7	4	GBM5_2
